Codigo,Descripción,Agente,Porcentaje_Propiedad,Tipo_Unidad,Zona/Frontera,Tecnología
NXVD297,UOF SOLAR CARTUJOS 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD298,UOF SOLAR CARTUJOS 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD299,UOF SOLAR FEDE,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD300,UOF SOLAR FV ALCON 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD301,UOF SOLAR ARABAYONA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD302,UOF SOLAR OLIVARES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD303,UOF SOLAR OLIVARES2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD304,UOF SOLAR OLIVARES3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD305,UOF SOLAR OLIVARES4,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD306,UOF SOLAR BUIXALLEU,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD307,UOF SOLAR TARRAGON,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD308,UOF EOLICA ESANCHO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD309,UOF EOLICA COSCOJA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD310,UOF EOLICA AMPLIACION RIO EBRO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD311,UOF EOLICA AGUILA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD312,UOF EOLICA AGUILI,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD313,UOF EOLICA COSJAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD314,UOF EOLICA RIOE2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD315,UOF EOLICA PEDROL,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD316,UOF EOLICA HERRERA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD317,UOF SOLAR ZUERA2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD318,UOF SOLAR PLASENCIA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD319,UOF SOLAR ZUERA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD320,UOF SOLAR ARROBO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD321,UOF SOLAR CASTELNOU II,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD322,UOF SOLAR PLAZA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD324,UOF SOLAR CASTELNOU,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD325,UOF SOLAR RENEDO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD326,UOF SOLAR ST TOMAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD327,UOF SOLAR OLIVENZA1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD328,UOF SOLAR OLIVENZA2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD329,UOF SOLAR VALVERDE,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD330,UOF SOLAR CASTUERA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD331,UOF SOLAR ALGARROBO I,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD332,UOF SOLAR ALGARROBO II,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD333,UOF SOLAR ALGARROBO III,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD334,UOF SOLAR CONTRERAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD335,UOF SOLAR LOCABA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD336,UOF SOLAR LA SENIA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD337,UOF SOLAR LA SOLLANA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD338,UOF SOLAR TURBINTO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD339,UOF SOLAR LO ILLAN,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD340,UOF SOLAR SAN PELAYO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD341,UOF SOLAR BELINCHON3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD342,UOF SOLAR LA ISLA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD343,UOF SOLAR ATALAYA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD344,UOF SOLAR DULCINEA 5,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD345,UOF SOLAR DULCINEA 6,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD349,UOF SOLAR ALAMILLA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD350,UOF SOLAR YECLA 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD351,UOF SOLAR YECLA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD352,UOF SOLAR YECLA 3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD353,UOF SOLAR BARGAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD354,UOF SOLAR ABENOJAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD355,UOF SOLAR TINAJEROS 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD356,UOF SOLAR TINAJEROS 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD357,UOF SOLAR QUIJOTE 3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD358,UOF SOLAR TALAYUELA 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD359,UOF SOLAR TALAYUELA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD360,UOF SOLAR OBISPO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD361,UOF SOLAR TORDESILLAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD362,UOF SOLAR POZOHONDO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD363,UOF SOLAR LA HERRERA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD364,UOF SOLAR PITIEGUA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD365,MURCIA1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD366,UOF SOLAR MURCIA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD367,UOF SOLAR NOBLEJAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD368,UOF SOLAR CORVERA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD369,UOF SOLAR TEQUI,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD370,UOF SOLAR JUNEDA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD371,UOF SOLAR BELMEZ 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD372,UOF SOLAR BELMEZ 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD373,UOF SOLAR PUEBLA1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD374,UOF SOLAR PUEBLA2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD375,UOF SOLAR GUZMAN,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD376,UOF SOLAR NIEBLA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD377,UOF SOLAR ALYA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD378,UOF SOLAR ALAMAK,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD379,UOF SOLAR TALAYUELA 3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD380,UOF SOLAR LA TRUCHA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD381,UOF SOLAR LAS MULAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD382,UOF SOLAR LAS CAPILLAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD383,UOF SOLAR BURGO DE OSMA1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD384,UOF SOLAR BURGO DE OSMA2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD385,UOF SOLAR RABIZAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD386,UOF SOLAR CALATRAVA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD387,UOF SOLAR LENTISCO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD389,UOF SOLAR LOS BROVALES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD390,UOF SOLAR SOCOVOS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD391,UOF SOLAR TORRIJOS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD392,UOF SOLAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD393,UOF SOLAR INDINA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD394,UOF SOLAR LOS BROVALES2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD395,UOF SOLAR LARRAL,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD396,UOF SOLAR LA PEÑAZA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD397,UOF EOLICA TABLARES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
NXVD398,UOF SOLAR CAMPOS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD399,UOF SOLAR BROVALES 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD400,UOF SOLAR LAS CABEZUELAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD401,UOF SOLAR TREMISOL,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD402,UOF SOLAR EMERITA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD403,UOF SOLAR LAS BRISAS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD404,UOF SOLAR VALLOBAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD405,UOF SOLAR LA PEÑA 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD406,UOF SOLAR LA PEÑA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD407,UOF SOLAR LA PUEBLA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD408,UOF SOLAR LOS POLLOS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD409,UOF SOLAR SANTA CATALINA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD410,UOF SOLAR BADAJOZ 9,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD411,UOF SOLAR PELEAS 14,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD412,UOF SOLAR MERIDA 19,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD413,UOF SOLAR ALBETA 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD414,UOF SOLAR ALBETA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD415,UOF SOLAR ARBA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD416,UOF SOLAR NOEZ,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD417,UOF SOLAR MAZARAMBROZ,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
OPPRE01,REPRESENTACION FV,ESTRATEGIAS ELÉCTRICAS INTEGRALES S.A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
PALOS1,C.C. PALOS 1,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PALOS2,C.C. PALOS 2,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PALOS3,C.C. PALOS 3,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PBCN1,C.C. PUERTO BARCELONA 1,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PBCN2,C.C. PUERTO DE BARCELONA  2,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PEGO3,CICLO COMBINADO EN PORTUGAL,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA PORTUGUESA,Ciclo Combinado
PEGO4,CICLO COMBINADO EN PORTUGAL,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA PORTUGUESA,Ciclo Combinado
PEURE01,"ANSERALL I,II,III","PRODUCTORA ELÉCTRICA URGELENSE-1, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
PEURE02,UO SANTA LUCIA,"PRODUCTORA ELÉCTRICA URGELENSE-1, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
PGR5,C.C. PUENTES 5,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PHENV02,PH VENDA,"PH ENERGIA, LDA",100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
PLGRE01,PLANA C.G. R.E.001,PLANA CAN GUITART S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
PORTV02,PORTULOGOSAUTOCONSUMO,PORTULOGOS POWER LDA,100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
PTLIV02,FOTOVOLTAICOS,MEO ENERGIA COMERCIALIZACAO DE ENERGIA SA,100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
PVENT1,C.C. PLANA DE VENT 1,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PVENT2,C.C. PLANA DE VENT 2,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PWPV02,UNIDADE VENDA,"POWER PLUS II - COMERCIALIZACAO DE ENERGIA, LDA.",100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
PZCPR,PZCPR,"REPSOL GENERACIÓN ELÉCTRICA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
RABID2R,COG. LA RABIDA II,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
RDQ1,RINCON DEL DUQUE 1 ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
RDQ2,RINCON DEL DUQUE 2 ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
REPPLL,REPSOL PUERTOLLANO,REPSOL PETRÓLEO,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPR,REPRIMALA ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
REPTV02,UN. PROPIAS AUTOCONSUMO CON EX,"REPSOL PORTUGUESA, LDA",100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
REPVD01,UD A TARIFA REPSOL,REPSOL PETRÓLEO,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPVD02,COG2 CARTAGENA,REPSOL PETRÓLEO,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPVD03,PETRONOR VENTA A TARIFA,REPSOL PETRÓLEO,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPVD04,PETRONOR1 VENTA A TARIFA,REPSOL PETRÓLEO,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
RESSECR,C.H. RESSEC,"ELÉCTRICA ANTONIO MADRID, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
RIBATE1,C.C. RIBATEJO 1,EDP GEM PORTUGAL S.A.,100.0,GENERACION,ZONA PORTUGUESA,Ciclo Combinado
RIBATE2,C.C. RIBATEJO 2,EDP GEM PORTUGAL S.A.,100.0,GENERACION,ZONA PORTUGUESA,Ciclo Combinado
RIBATE3,C.C. RIBATEJO 3,EDP GEM PORTUGAL S.A.,100.0,GENERACION,ZONA PORTUGUESA,Ciclo Combinado
RIVRE01,RIVAS VENDEDOR REG.ESPECIAL 01,AYUNTAMIENTO DE RIVAS-VACIAMADRID,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
